dataset,horizon,model_combination,split,model_type,metric,value
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_RDT,mae,1.847291
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_RDT,mse,6.549387
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_RDT,mape,942644.125000
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_RDT,wape,10.879465
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_RDT,mae,1.156735
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_RDT,mse,2.412161
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_RDT,mape,6399995.500000
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_RDT,wape,20.515156
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_RDT,mae,1.293834
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_RDT,mse,3.179638
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_RDT,mape,2732583.250000
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_RDT,wape,16.574539
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_Follower,mae,1.873671
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_Follower,mse,6.658130
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_Follower,mape,915034.875000
ETT-small_ETTm1,96,PatchTST-DLinear,train,Student_Follower,wape,11.034823
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_Follower,mae,1.160438
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_Follower,mse,2.418542
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_Follower,mape,6331842.000000
ETT-small_ETTm1,96,PatchTST-DLinear,val,Student_Follower,wape,20.580833
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_Follower,mae,1.301418
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_Follower,mse,3.195410
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_Follower,mape,2694375.750000
ETT-small_ETTm1,96,PatchTST-DLinear,test,Student_Follower,wape,16.671688
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Teacher,mae,2.306736
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Teacher,mse,9.867420
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Teacher,mape,1684471.250000
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Teacher,wape,13.588733
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Teacher,mae,1.456529
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Teacher,mse,3.715312
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Teacher,mape,7313078.500000
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Teacher,wape,25.779545
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Teacher,mae,1.733472
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Teacher,mse,5.307226
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Teacher,mape,3647688.750000
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Teacher,wape,22.182373
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_TaskOnly,mae,2.245219
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_TaskOnly,mse,9.475236
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_TaskOnly,mape,1607537.250000
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_TaskOnly,wape,13.226352
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.438330
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_TaskOnly,mse,3.660388
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_TaskOnly,mape,7564558.500000
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_TaskOnly,wape,25.457420
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_TaskOnly,mae,1.710650
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_TaskOnly,mse,5.192188
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_TaskOnly,mape,3502399.250000
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_TaskOnly,wape,21.890331
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_RDT,mae,2.182560
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_RDT,mse,8.771371
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_RDT,mape,1396776.750000
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_RDT,wape,12.857241
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_RDT,mae,1.429883
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_RDT,mse,3.617250
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_RDT,mape,7324289.500000
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_RDT,wape,25.307919
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_RDT,mae,1.690878
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_RDT,mse,5.149467
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_RDT,mape,3592734.750000
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_RDT,wape,21.637316
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_Follower,mae,2.314486
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_Follower,mse,9.940269
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_Follower,mape,1694755.625000
ETT-small_ETTm1,192,PatchTST-PatchTST,train,Student_Follower,wape,13.634398
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_Follower,mae,1.450892
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_Follower,mse,3.682249
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_Follower,mape,7342961.500000
ETT-small_ETTm1,192,PatchTST-PatchTST,val,Student_Follower,wape,25.679770
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_Follower,mae,1.725103
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_Follower,mse,5.255795
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_Follower,mape,3636612.000000
ETT-small_ETTm1,192,PatchTST-PatchTST,test,Student_Follower,wape,22.075277
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Teacher,mae,1.011597
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Teacher,mse,2.117035
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Teacher,mape,223536.156250
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Teacher,wape,5.956368
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Teacher,mae,0.689247
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Teacher,mse,0.908082
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Teacher,mape,3677508.500000
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Teacher,wape,12.226927
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Teacher,mae,0.737585
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Teacher,mse,1.207741
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Teacher,mape,1162048.500000
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Teacher,wape,9.461134
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_TaskOnly,mae,1.055443
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_TaskOnly,mse,2.303543
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_TaskOnly,mape,248634.718750
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_TaskOnly,wape,6.214541
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.679118
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_TaskOnly,mse,0.878884
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_TaskOnly,mape,3656879.250000
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_TaskOnly,wape,12.047235
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_TaskOnly,mae,0.725073
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_TaskOnly,mse,1.164268
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_TaskOnly,mape,1148344.875000
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_TaskOnly,wape,9.300637
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_RDT,mae,0.957357
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_RDT,mse,1.912875
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_RDT,mape,199157.171875
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_RDT,wape,5.637004
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_RDT,mae,0.675787
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_RDT,mse,0.871529
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_RDT,mape,3577550.500000
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_RDT,wape,11.988151
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_RDT,mae,0.721471
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_RDT,mse,1.164492
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_RDT,mape,1096575.000000
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_RDT,wape,9.254438
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_Follower,mae,1.055141
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_Follower,mse,2.324127
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_Follower,mape,234988.500000
ETT-small_ETTm1,24,PatchTST-PatchTST,train,Student_Follower,wape,6.212759
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_Follower,mae,0.679089
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_Follower,mse,0.878584
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_Follower,mape,3667478.000000
ETT-small_ETTm1,24,PatchTST-PatchTST,val,Student_Follower,wape,12.046724
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_Follower,mae,0.731501
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_Follower,mse,1.189126
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_Follower,mape,1106931.500000
ETT-small_ETTm1,24,PatchTST-PatchTST,test,Student_Follower,wape,9.383095
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Teacher,mae,2.654916
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Teacher,mse,12.638877
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Teacher,mape,1981681.625000
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Teacher,wape,15.647219
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Teacher,mae,1.689245
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Teacher,mse,4.945839
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Teacher,mape,10263152.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Teacher,wape,29.788691
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Teacher,mae,2.116988
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Teacher,mse,7.776523
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Teacher,mape,4446034.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Teacher,wape,27.032324
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_TaskOnly,mae,2.609334
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_TaskOnly,mse,12.382133
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_TaskOnly,mape,2061231.625000
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_TaskOnly,wape,15.378592
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.661056
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_TaskOnly,mse,4.813454
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_TaskOnly,mape,9815227.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_TaskOnly,wape,29.291601
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_TaskOnly,mae,2.065106
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_TaskOnly,mse,7.422248
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_TaskOnly,mape,4537490.500000
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_TaskOnly,wape,26.369831
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_RDT,mae,2.414866
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_RDT,mse,10.300488
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_RDT,mape,1548149.250000
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_RDT,wape,14.232442
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_RDT,mae,1.650995
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_RDT,mse,4.750931
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_RDT,mape,9892695.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_RDT,wape,29.114178
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_RDT,mae,2.093210
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_RDT,mse,7.664702
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_RDT,mape,4496697.500000
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_RDT,wape,26.728693
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_Follower,mae,2.656709
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_Follower,mse,12.687708
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_Follower,mape,1993525.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,train,Student_Follower,wape,15.657794
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_Follower,mae,1.671112
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_Follower,mse,4.833978
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_Follower,mape,9597600.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,val,Student_Follower,wape,29.468924
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_Follower,mae,2.081896
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_Follower,mse,7.520843
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_Follower,mape,4367018.000000
ETT-small_ETTm1,336,PatchTST-PatchTST,test,Student_Follower,wape,26.584234
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Teacher,mae,1.797704
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Teacher,mse,6.083720
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Teacher,mape,812930.500000
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Teacher,wape,10.587423
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Teacher,mae,1.187405
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Teacher,mse,2.496649
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Teacher,mape,6765168.000000
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Teacher,wape,21.059101
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Teacher,mae,1.325170
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Teacher,mse,3.239924
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Teacher,mape,2361638.000000
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Teacher,wape,16.975965
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_TaskOnly,mae,1.765259
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_TaskOnly,mse,5.998088
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_TaskOnly,mape,776619.437500
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_TaskOnly,wape,10.396336
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.171492
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_TaskOnly,mse,2.454055
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_TaskOnly,mape,6790690.500000
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_TaskOnly,wape,20.776876
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_TaskOnly,mae,1.282321
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_TaskOnly,mse,3.170803
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_TaskOnly,mape,2521305.500000
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_TaskOnly,wape,16.427048
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_RDT,mae,1.616381
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_RDT,mse,4.898477
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_RDT,mape,607514.062500
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_RDT,wape,9.519538
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_RDT,mae,1.163607
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_RDT,mse,2.417434
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_RDT,mape,7215929.000000
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_RDT,wape,20.637032
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_RDT,mae,1.296751
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_RDT,mse,3.191770
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_RDT,mape,2471766.500000
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_RDT,wape,16.611912
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_Follower,mae,1.814301
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_Follower,mse,6.216210
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_Follower,mape,850125.375000
ETT-small_ETTm1,96,PatchTST-PatchTST,train,Student_Follower,wape,10.685176
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_Follower,mae,1.177698
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_Follower,mse,2.463690
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_Follower,mape,6652016.500000
ETT-small_ETTm1,96,PatchTST-PatchTST,val,Student_Follower,wape,20.886946
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_Follower,mae,1.324766
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_Follower,mse,3.235990
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_Follower,mape,2418486.750000
ETT-small_ETTm1,96,PatchTST-PatchTST,test,Student_Follower,wape,16.970793
ETT-small_ETTm2,24,LSTM,train,LSTM,mae,1.130992
ETT-small_ETTm2,24,LSTM,train,LSTM,mse,3.129705
ETT-small_ETTm2,24,LSTM,train,LSTM,mape,104565.656250
ETT-small_ETTm2,24,LSTM,train,LSTM,wape,3.858683
ETT-small_ETTm2,24,LSTM,val,LSTM,mae,1.123697
ETT-small_ETTm2,24,LSTM,val,LSTM,mse,3.007003
ETT-small_ETTm2,24,LSTM,val,LSTM,mape,30.015930
ETT-small_ETTm2,24,LSTM,val,LSTM,wape,6.956939
ETT-small_ETTm2,24,LSTM,test,LSTM,mae,1.292755
ETT-small_ETTm2,24,LSTM,test,LSTM,mse,4.204988
ETT-small_ETTm2,24,LSTM,test,LSTM,mape,8.824983
ETT-small_ETTm2,24,LSTM,test,LSTM,wape,4.913745
ETT-small_ETTm2,24,NLinear,train,NLinear,mae,1.245008
ETT-small_ETTm2,24,NLinear,train,NLinear,mse,4.030807
ETT-small_ETTm2,24,NLinear,train,NLinear,mape,117340.687500
ETT-small_ETTm2,24,NLinear,train,NLinear,wape,4.247677
ETT-small_ETTm2,24,NLinear,val,NLinear,mae,1.114586
ETT-small_ETTm2,24,NLinear,val,NLinear,mse,2.932142
ETT-small_ETTm2,24,NLinear,val,NLinear,mape,20.367132
ETT-small_ETTm2,24,NLinear,val,NLinear,wape,6.900529
ETT-small_ETTm2,24,NLinear,test,NLinear,mae,1.322909
ETT-small_ETTm2,24,NLinear,test,NLinear,mse,4.475496
ETT-small_ETTm2,24,NLinear,test,NLinear,mape,7.306470
ETT-small_ETTm2,24,NLinear,test,NLinear,wape,5.028360
ETT-small_ETTm2,24,PatchTST-DLinear,train,Teacher,mae,0.985163
ETT-small_ETTm2,24,PatchTST-DLinear,train,Teacher,mse,2.476695
ETT-small_ETTm2,24,PatchTST-DLinear,train,Teacher,mape,108346.515625
ETT-small_ETTm2,24,PatchTST-DLinear,train,Teacher,wape,3.361149
ETT-small_ETTm2,24,PatchTST-DLinear,val,Teacher,mae,0.996935
ETT-small_ETTm2,24,PatchTST-DLinear,val,Teacher,mse,2.374866
ETT-small_ETTm2,24,PatchTST-DLinear,val,Teacher,mape,18.417130
ETT-small_ETTm2,24,PatchTST-DLinear,val,Teacher,wape,6.172141
ETT-small_ETTm2,24,PatchTST-DLinear,test,Teacher,mae,1.165467
ETT-small_ETTm2,24,PatchTST-DLinear,test,Teacher,mse,3.637474
ETT-small_ETTm2,24,PatchTST-DLinear,test,Teacher,mape,6.200113
ETT-small_ETTm2,24,PatchTST-DLinear,test,Teacher,wape,4.429924
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_TaskOnly,mae,1.243996
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_TaskOnly,mse,4.005831
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_TaskOnly,mape,117242.984375
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_TaskOnly,wape,4.244225
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_TaskOnly,mae,1.124163
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_TaskOnly,mse,2.960676
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_TaskOnly,mape,20.991674
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_TaskOnly,wape,6.959818
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_TaskOnly,mae,1.317189
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_TaskOnly,mse,4.449504
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_TaskOnly,mape,7.297358
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_TaskOnly,wape,5.006618
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_RDT,mae,1.239050
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_RDT,mse,3.994934
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_RDT,mape,117384.148438
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_RDT,wape,4.227352
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_RDT,mae,1.116177
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_RDT,mse,2.960714
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_RDT,mape,21.465790
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_RDT,wape,6.910377
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_RDT,mae,1.312961
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_RDT,mse,4.430699
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_RDT,mape,7.324107
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_RDT,wape,4.990548
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_Follower,mae,1.249129
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_Follower,mse,4.038791
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_Follower,mape,118888.023438
ETT-small_ETTm2,24,PatchTST-DLinear,train,Student_Follower,wape,4.261739
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_Follower,mae,1.131706
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_Follower,mse,2.974339
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_Follower,mape,21.721964
ETT-small_ETTm2,24,PatchTST-DLinear,val,Student_Follower,wape,7.006522
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_Follower,mae,1.330613
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_Follower,mse,4.519775
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_Follower,mape,7.560050
ETT-small_ETTm2,24,PatchTST-DLinear,test,Student_Follower,wape,5.057642
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Teacher,mae,0.985163
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Teacher,mse,2.476695
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Teacher,mape,108346.523438
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Teacher,wape,3.361147
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Teacher,mae,0.996935
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Teacher,mse,2.374866
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Teacher,mape,18.417130
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Teacher,wape,6.172141
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Teacher,mae,1.165467
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Teacher,mse,3.637474
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Teacher,mape,6.200113
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Teacher,wape,4.429924
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_TaskOnly,mae,0.934289
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_TaskOnly,mse,2.127625
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_TaskOnly,mape,107594.484375
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_TaskOnly,wape,3.187577
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.994371
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_TaskOnly,mse,2.400659
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_TaskOnly,mape,16.704632
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_TaskOnly,wape,6.156264
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_TaskOnly,mae,1.180526
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_TaskOnly,mse,3.690267
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_TaskOnly,mape,6.232230
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_TaskOnly,wape,4.487164
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_RDT,mae,0.942402
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_RDT,mse,2.192414
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_RDT,mape,110898.671875
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_RDT,wape,3.215256
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_RDT,mae,0.992421
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_RDT,mse,2.307791
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_RDT,mape,17.355623
ETT-small_ETTm2,24,PatchTST-PatchTST,val,Student_RDT,wape,6.144193
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_RDT,mae,1.169271
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_RDT,mse,3.696957
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_RDT,mape,6.073355
ETT-small_ETTm2,24,PatchTST-PatchTST,test,Student_RDT,wape,4.444383
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_Follower,mae,1.050659
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_Follower,mse,2.843041
ETT-small_ETTm2,24,PatchTST-PatchTST,train,Student_Follower,mape,114436.625000
