dataset,horizon,model_combination,split,model_type,metric,value
ETT-small_ETTh1,24,DLinear-PatchTST,val,Student_Follower,mse,2.201495
ETT-small_ETTh1,24,DLinear-PatchTST,val,Student_Follower,mape,18153814.000000
ETT-small_ETTh1,24,DLinear-PatchTST,val,Student_Follower,wape,20.034349
ETT-small_ETTh1,24,DLinear-PatchTST,test,Student_Follower,mae,1.290198
ETT-small_ETTh1,24,DLinear-PatchTST,test,Student_Follower,mse,3.050853
ETT-small_ETTh1,24,DLinear-PatchTST,test,Student_Follower,mape,9568751.000000
ETT-small_ETTh1,24,DLinear-PatchTST,test,Student_Follower,wape,16.135159
ETT-small_ETTh1,336,DLinear-PatchTST,train,Teacher,mae,2.976614
ETT-small_ETTh1,336,DLinear-PatchTST,train,Teacher,mse,14.758177
ETT-small_ETTh1,336,DLinear-PatchTST,train,Teacher,mape,4230267.500000
ETT-small_ETTh1,336,DLinear-PatchTST,train,Teacher,wape,17.845396
ETT-small_ETTh1,336,DLinear-PatchTST,val,Teacher,mae,2.047319
ETT-small_ETTh1,336,DLinear-PatchTST,val,Teacher,mse,6.790110
ETT-small_ETTh1,336,DLinear-PatchTST,val,Teacher,mape,51275136.000000
ETT-small_ETTh1,336,DLinear-PatchTST,val,Teacher,wape,36.873047
ETT-small_ETTh1,336,DLinear-PatchTST,test,Teacher,mae,2.262905
ETT-small_ETTh1,336,DLinear-PatchTST,test,Teacher,mse,8.246933
ETT-small_ETTh1,336,DLinear-PatchTST,test,Teacher,mape,15052205.000000
ETT-small_ETTh1,336,DLinear-PatchTST,test,Teacher,wape,27.647961
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_TaskOnly,mae,2.938102
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_TaskOnly,mse,14.299865
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_TaskOnly,mape,4072966.750000
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_TaskOnly,wape,17.614513
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_TaskOnly,mae,2.016087
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_TaskOnly,mse,6.477962
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_TaskOnly,mape,44348636.000000
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_TaskOnly,wape,36.310543
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_TaskOnly,mae,2.434541
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_TaskOnly,mse,9.532154
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_TaskOnly,mape,14518536.000000
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_TaskOnly,wape,29.744989
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_RDT,mae,2.693898
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_RDT,mse,12.156479
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_RDT,mape,4057097.250000
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_RDT,wape,16.150457
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_RDT,mae,1.964540
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_RDT,mse,6.249602
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_RDT,mape,46256668.000000
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_RDT,wape,35.382168
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_RDT,mae,2.343556
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_RDT,mse,8.770090
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_RDT,mape,14275410.000000
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_RDT,wape,28.633356
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_Follower,mae,2.991246
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_Follower,mse,14.898560
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_Follower,mape,4227555.000000
ETT-small_ETTh1,336,DLinear-PatchTST,train,Student_Follower,wape,17.933121
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_Follower,mae,1.984169
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_Follower,mse,6.306278
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_Follower,mape,46199008.000000
ETT-small_ETTh1,336,DLinear-PatchTST,val,Student_Follower,wape,35.735695
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_Follower,mae,2.320958
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_Follower,mse,8.640302
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_Follower,mape,14298166.000000
ETT-small_ETTh1,336,DLinear-PatchTST,test,Student_Follower,wape,28.357250
ETT-small_ETTh1,720,DLinear-PatchTST,train,Teacher,mae,3.236970
ETT-small_ETTh1,720,DLinear-PatchTST,train,Teacher,mse,17.260872
ETT-small_ETTh1,720,DLinear-PatchTST,train,Teacher,mape,5257507.500000
ETT-small_ETTh1,720,DLinear-PatchTST,train,Teacher,wape,19.765259
ETT-small_ETTh1,720,DLinear-PatchTST,val,Teacher,mae,2.822875
ETT-small_ETTh1,720,DLinear-PatchTST,val,Teacher,mse,12.413112
ETT-small_ETTh1,720,DLinear-PatchTST,val,Teacher,mape,68238472.000000
ETT-small_ETTh1,720,DLinear-PatchTST,val,Teacher,wape,52.965858
ETT-small_ETTh1,720,DLinear-PatchTST,test,Teacher,mae,2.446117
ETT-small_ETTh1,720,DLinear-PatchTST,test,Teacher,mse,9.241791
ETT-small_ETTh1,720,DLinear-PatchTST,test,Teacher,mape,13756902.000000
ETT-small_ETTh1,720,DLinear-PatchTST,test,Teacher,wape,29.226318
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_TaskOnly,mae,3.586707
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_TaskOnly,mse,21.017225
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_TaskOnly,mape,5075685.500000
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_TaskOnly,wape,21.900774
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_TaskOnly,mae,2.215634
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_TaskOnly,mse,7.889880
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_TaskOnly,mape,49092764.000000
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_TaskOnly,wape,41.572147
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_TaskOnly,mae,2.845017
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_TaskOnly,mse,12.874884
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_TaskOnly,mape,11495420.000000
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_TaskOnly,wape,33.992405
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_RDT,mae,3.294551
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_RDT,mse,17.925430
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_RDT,mape,5027991.500000
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_RDT,wape,20.116852
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_RDT,mae,2.088116
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_RDT,mse,7.018838
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_RDT,mape,49339852.000000
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_RDT,wape,39.179508
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_RDT,mae,2.793440
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_RDT,mse,12.329182
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_RDT,mape,11714288.000000
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_RDT,wape,33.376156
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_Follower,mae,3.358442
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_Follower,mse,18.580299
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_Follower,mape,5171410.500000
ETT-small_ETTh1,720,DLinear-PatchTST,train,Student_Follower,wape,20.506971
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_Follower,mae,2.099538
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_Follower,mse,7.101457
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_Follower,mape,49652224.000000
ETT-small_ETTh1,720,DLinear-PatchTST,val,Student_Follower,wape,39.393829
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_Follower,mae,2.727693
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_Follower,mse,11.793011
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_Follower,mape,11824250.000000
ETT-small_ETTh1,720,DLinear-PatchTST,test,Student_Follower,wape,32.590599
ETT-small_ETTh1,96,DLinear-PatchTST,train,Teacher,mae,2.554404
ETT-small_ETTh1,96,DLinear-PatchTST,train,Teacher,mse,11.532043
ETT-small_ETTh1,96,DLinear-PatchTST,train,Teacher,mape,4277684.000000
ETT-small_ETTh1,96,DLinear-PatchTST,train,Teacher,wape,15.211667
ETT-small_ETTh1,96,DLinear-PatchTST,val,Teacher,mae,1.694250
ETT-small_ETTh1,96,DLinear-PatchTST,val,Teacher,mse,4.838062
ETT-small_ETTh1,96,DLinear-PatchTST,val,Teacher,mape,37033152.000000
ETT-small_ETTh1,96,DLinear-PatchTST,val,Teacher,wape,30.292950
ETT-small_ETTh1,96,DLinear-PatchTST,test,Teacher,mae,2.064996
ETT-small_ETTh1,96,DLinear-PatchTST,test,Teacher,mse,7.057677
ETT-small_ETTh1,96,DLinear-PatchTST,test,Teacher,mape,13744555.000000
ETT-small_ETTh1,96,DLinear-PatchTST,test,Teacher,wape,25.702337
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_TaskOnly,mae,2.204772
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_TaskOnly,mse,8.591323
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_TaskOnly,mape,3840925.500000
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_TaskOnly,wape,13.129583
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_TaskOnly,mae,1.641286
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_TaskOnly,mse,4.772015
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_TaskOnly,mape,38530540.000000
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_TaskOnly,wape,29.345951
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_TaskOnly,mae,2.153983
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_TaskOnly,mse,8.208791
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_TaskOnly,mape,14333411.000000
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_TaskOnly,wape,26.809933
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_RDT,mae,2.308202
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_RDT,mse,9.371549
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_RDT,mape,3994997.250000
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_RDT,wape,13.745517
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_RDT,mae,1.619824
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_RDT,mse,4.584927
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_RDT,mape,37383612.000000
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_RDT,wape,28.962214
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_RDT,mae,2.050963
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_RDT,mse,7.203542
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_RDT,mape,14035117.000000
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_RDT,wape,25.527685
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_Follower,mae,2.558888
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_Follower,mse,11.578011
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_Follower,mape,4325054.000000
ETT-small_ETTh1,96,DLinear-PatchTST,train,Student_Follower,wape,15.238370
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_Follower,mae,1.659375
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_Follower,mse,4.732132
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_Follower,mape,36595048.000000
ETT-small_ETTh1,96,DLinear-PatchTST,val,Student_Follower,wape,29.669384
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_Follower,mae,2.037223
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_Follower,mse,6.911902
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_Follower,mape,13958386.000000
ETT-small_ETTh1,96,DLinear-PatchTST,test,Student_Follower,wape,25.356665
ETT-small_ETTh1,192,DLinear,train,DLinear,mae,2.796727
ETT-small_ETTh1,192,DLinear,train,DLinear,mse,13.324307
ETT-small_ETTh1,192,DLinear,train,DLinear,mape,4219373.500000
ETT-small_ETTh1,192,DLinear,train,DLinear,wape,16.694519
ETT-small_ETTh1,192,DLinear,val,DLinear,mae,1.928566
ETT-small_ETTh1,192,DLinear,val,DLinear,mse,6.291074
ETT-small_ETTh1,192,DLinear,val,DLinear,mape,52182992.000000
ETT-small_ETTh1,192,DLinear,val,DLinear,wape,34.462894
ETT-small_ETTh1,192,DLinear,test,DLinear,mae,2.208687
ETT-small_ETTh1,192,DLinear,test,DLinear,mse,8.052228
ETT-small_ETTh1,192,DLinear,test,DLinear,mape,15258539.000000
ETT-small_ETTh1,192,DLinear,test,DLinear,wape,27.279171
ETT-small_ETTh1,24,DLinear,train,DLinear,mae,1.757114
ETT-small_ETTh1,24,DLinear,train,DLinear,mse,5.847135
ETT-small_ETTh1,24,DLinear,train,DLinear,mape,2098695.250000
ETT-small_ETTh1,24,DLinear,train,DLinear,wape,10.448175
ETT-small_ETTh1,24,DLinear,val,DLinear,mae,1.130655
ETT-small_ETTh1,24,DLinear,val,DLinear,mse,2.291830
ETT-small_ETTh1,24,DLinear,val,DLinear,mape,19918646.000000
ETT-small_ETTh1,24,DLinear,val,DLinear,wape,20.272688
ETT-small_ETTh1,24,DLinear,test,DLinear,mae,1.286085
ETT-small_ETTh1,24,DLinear,test,DLinear,mse,3.066453
ETT-small_ETTh1,24,DLinear,test,DLinear,mape,10073786.000000
ETT-small_ETTh1,24,DLinear,test,DLinear,wape,16.083729
ETT-small_ETTh1,336,DLinear,train,DLinear,mae,2.976614
ETT-small_ETTh1,336,DLinear,train,DLinear,mse,14.758183
ETT-small_ETTh1,336,DLinear,train,DLinear,mape,4230265.000000
ETT-small_ETTh1,336,DLinear,train,DLinear,wape,17.845402
ETT-small_ETTh1,336,DLinear,val,DLinear,mae,2.047319
ETT-small_ETTh1,336,DLinear,val,DLinear,mse,6.790110
ETT-small_ETTh1,336,DLinear,val,DLinear,mape,51275136.000000
ETT-small_ETTh1,336,DLinear,val,DLinear,wape,36.873047
ETT-small_ETTh1,336,DLinear,test,DLinear,mae,2.262905
ETT-small_ETTh1,336,DLinear,test,DLinear,mse,8.246933
ETT-small_ETTh1,336,DLinear,test,DLinear,mape,15052205.000000
ETT-small_ETTh1,336,DLinear,test,DLinear,wape,27.647961
ETT-small_ETTh1,720,DLinear,train,DLinear,mae,3.236969
ETT-small_ETTh1,720,DLinear,train,DLinear,mse,17.260862
ETT-small_ETTh1,720,DLinear,train,DLinear,mape,5257506.000000
ETT-small_ETTh1,720,DLinear,train,DLinear,wape,19.765251
ETT-small_ETTh1,720,DLinear,val,DLinear,mae,2.822875
ETT-small_ETTh1,720,DLinear,val,DLinear,mse,12.413112
ETT-small_ETTh1,720,DLinear,val,DLinear,mape,68238472.000000
ETT-small_ETTh1,720,DLinear,val,DLinear,wape,52.965858
ETT-small_ETTh1,720,DLinear,test,DLinear,mae,2.446117
ETT-small_ETTh1,720,DLinear,test,DLinear,mse,9.241791
ETT-small_ETTh1,720,DLinear,test,DLinear,mape,13756902.000000
ETT-small_ETTh1,720,DLinear,test,DLinear,wape,29.226318
ETT-small_ETTh1,96,DLinear,train,DLinear,mae,2.554404
ETT-small_ETTh1,96,DLinear,train,DLinear,mse,11.532043
ETT-small_ETTh1,96,DLinear,train,DLinear,mape,4277683.000000
ETT-small_ETTh1,96,DLinear,train,DLinear,wape,15.211670
ETT-small_ETTh1,96,DLinear,val,DLinear,mae,1.694250
ETT-small_ETTh1,96,DLinear,val,DLinear,mse,4.838062
ETT-small_ETTh1,96,DLinear,val,DLinear,mape,37033152.000000
ETT-small_ETTh1,96,DLinear,val,DLinear,wape,30.292950
ETT-small_ETTh1,96,DLinear,test,DLinear,mae,2.064996
ETT-small_ETTh1,96,DLinear,test,DLinear,mse,7.057677
ETT-small_ETTh1,96,DLinear,test,DLinear,mape,13744555.000000
ETT-small_ETTh1,96,DLinear,test,DLinear,wape,25.702337
ETT-small_ETTh1,192,LSTM,train,LSTM,mae,3.101853
ETT-small_ETTh1,192,LSTM,train,LSTM,mse,15.780457
ETT-small_ETTh1,192,LSTM,train,LSTM,mape,4702520.000000
ETT-small_ETTh1,192,LSTM,train,LSTM,wape,18.515902
ETT-small_ETTh1,192,LSTM,val,LSTM,mae,2.979436
ETT-small_ETTh1,192,LSTM,val,LSTM,mse,13.742744
ETT-small_ETTh1,192,LSTM,val,LSTM,mape,91049456.000000
ETT-small_ETTh1,192,LSTM,val,LSTM,wape,53.241627
ETT-small_ETTh1,192,LSTM,test,LSTM,mae,2.551321
ETT-small_ETTh1,192,LSTM,test,LSTM,mse,9.953743
ETT-small_ETTh1,192,LSTM,test,LSTM,mape,20445338.000000
ETT-small_ETTh1,192,LSTM,test,LSTM,wape,31.510990
ETT-small_ETTh1,24,LSTM,train,LSTM,mae,1.881276
ETT-small_ETTh1,24,LSTM,train,LSTM,mse,6.487150
ETT-small_ETTh1,24,LSTM,train,LSTM,mape,2059669.250000
ETT-small_ETTh1,24,LSTM,train,LSTM,wape,11.186472
ETT-small_ETTh1,24,LSTM,val,LSTM,mae,1.421342
ETT-small_ETTh1,24,LSTM,val,LSTM,mse,3.572822
ETT-small_ETTh1,24,LSTM,val,LSTM,mape,35249864.000000
ETT-small_ETTh1,24,LSTM,val,LSTM,wape,25.484703
ETT-small_ETTh1,24,LSTM,test,LSTM,mae,1.342539
ETT-small_ETTh1,24,LSTM,test,LSTM,mse,3.412305
ETT-small_ETTh1,24,LSTM,test,LSTM,mape,11070718.000000
ETT-small_ETTh1,24,LSTM,test,LSTM,wape,16.789738
ETT-small_ETTh1,336,LSTM,train,LSTM,mae,3.150398
ETT-small_ETTh1,336,LSTM,train,LSTM,mse,16.094337
ETT-small_ETTh1,336,LSTM,train,LSTM,mape,4795778.500000
ETT-small_ETTh1,336,LSTM,train,LSTM,wape,18.887272
ETT-small_ETTh1,336,LSTM,val,LSTM,mae,3.316392
ETT-small_ETTh1,336,LSTM,val,LSTM,mse,16.142182
ETT-small_ETTh1,336,LSTM,val,LSTM,mape,90248504.000000
ETT-small_ETTh1,336,LSTM,val,LSTM,wape,59.729572
ETT-small_ETTh1,336,LSTM,test,LSTM,mae,2.623099
ETT-small_ETTh1,336,LSTM,test,LSTM,mse,10.479963
ETT-small_ETTh1,336,LSTM,test,LSTM,mape,21320602.000000
ETT-small_ETTh1,336,LSTM,test,LSTM,wape,32.048786
ETT-small_ETTh1,720,LSTM,train,LSTM,mae,3.433614
ETT-small_ETTh1,720,LSTM,train,LSTM,mse,18.976234
ETT-small_ETTh1,720,LSTM,train,LSTM,mape,5410635.000000
ETT-small_ETTh1,720,LSTM,train,LSTM,wape,20.965984
ETT-small_ETTh1,720,LSTM,val,LSTM,mae,3.881554
ETT-small_ETTh1,720,LSTM,val,LSTM,mse,20.708332
ETT-small_ETTh1,720,LSTM,val,LSTM,mape,94727184.000000
ETT-small_ETTh1,720,LSTM,val,LSTM,wape,72.829941
ETT-small_ETTh1,720,LSTM,test,LSTM,mae,2.647326
ETT-small_ETTh1,720,LSTM,test,LSTM,mse,10.697043
ETT-small_ETTh1,720,LSTM,test,LSTM,mape,18742300.000000
ETT-small_ETTh1,720,LSTM,test,LSTM,wape,31.630371
ETT-small_ETTh1,96,LSTM,train,LSTM,mae,2.847697
ETT-small_ETTh1,96,LSTM,train,LSTM,mse,13.764174
ETT-small_ETTh1,96,LSTM,train,LSTM,mape,4925267.000000
ETT-small_ETTh1,96,LSTM,train,LSTM,wape,16.958248
ETT-small_ETTh1,96,LSTM,val,LSTM,mae,2.693780
ETT-small_ETTh1,96,LSTM,val,LSTM,mse,11.548437
ETT-small_ETTh1,96,LSTM,val,LSTM,mape,84413928.000000
ETT-small_ETTh1,96,LSTM,val,LSTM,wape,48.164398
ETT-small_ETTh1,96,LSTM,test,LSTM,mae,2.306856
ETT-small_ETTh1,96,LSTM,test,LSTM,mse,8.599532
ETT-small_ETTh1,96,LSTM,test,LSTM,mape,18894966.000000
ETT-small_ETTh1,96,LSTM,test,LSTM,wape,28.712698
ETT-small_ETTh1,192,NLinear,train,NLinear,mae,2.823846
ETT-small_ETTh1,192,NLinear,train,NLinear,mse,13.576905
ETT-small_ETTh1,192,NLinear,train,NLinear,mape,4216186.500000
ETT-small_ETTh1,192,NLinear,train,NLinear,wape,16.856388
ETT-small_ETTh1,192,NLinear,val,NLinear,mae,1.909314
ETT-small_ETTh1,192,NLinear,val,NLinear,mse,6.052307
ETT-small_ETTh1,192,NLinear,val,NLinear,mape,47600688.000000
ETT-small_ETTh1,192,NLinear,val,NLinear,wape,34.118866
ETT-small_ETTh1,192,NLinear,test,NLinear,mae,2.257783
ETT-small_ETTh1,192,NLinear,test,NLinear,mse,8.409500
ETT-small_ETTh1,192,NLinear,test,NLinear,mape,14514550.000000
ETT-small_ETTh1,192,NLinear,test,NLinear,wape,27.885548
ETT-small_ETTh1,24,NLinear,train,NLinear,mae,1.766852
ETT-small_ETTh1,24,NLinear,train,NLinear,mse,5.950402
ETT-small_ETTh1,24,NLinear,train,NLinear,mape,1901244.375000
ETT-small_ETTh1,24,NLinear,train,NLinear,wape,10.506085
ETT-small_ETTh1,24,NLinear,val,NLinear,mae,1.124370
ETT-small_ETTh1,24,NLinear,val,NLinear,mse,2.204456
ETT-small_ETTh1,24,NLinear,val,NLinear,mape,17898656.000000
ETT-small_ETTh1,24,NLinear,val,NLinear,wape,20.159985
ETT-small_ETTh1,24,NLinear,test,NLinear,mae,1.291781
ETT-small_ETTh1,24,NLinear,test,NLinear,mse,3.064528
ETT-small_ETTh1,24,NLinear,test,NLinear,mape,9344568.000000
ETT-small_ETTh1,24,NLinear,test,NLinear,wape,16.154961
ETT-small_ETTh1,336,NLinear,train,NLinear,mae,3.038618
ETT-small_ETTh1,336,NLinear,train,NLinear,mse,15.266812
ETT-small_ETTh1,336,NLinear,train,NLinear,mape,4096728.750000
ETT-small_ETTh1,336,NLinear,train,NLinear,wape,18.217125
ETT-small_ETTh1,336,NLinear,val,NLinear,mae,1.979506
ETT-small_ETTh1,336,NLinear,val,NLinear,mse,6.273675
ETT-small_ETTh1,336,NLinear,val,NLinear,mape,42798792.000000
ETT-small_ETTh1,336,NLinear,val,NLinear,wape,35.651703
ETT-small_ETTh1,336,NLinear,test,NLinear,mae,2.396818
ETT-small_ETTh1,336,NLinear,test,NLinear,mse,9.198851
ETT-small_ETTh1,336,NLinear,test,NLinear,mape,13549536.000000
ETT-small_ETTh1,336,NLinear,test,NLinear,wape,29.284094
ETT-small_ETTh1,720,NLinear,train,NLinear,mae,3.524108
ETT-small_ETTh1,720,NLinear,train,NLinear,mse,20.328838
ETT-small_ETTh1,720,NLinear,train,NLinear,mape,4834987.000000
ETT-small_ETTh1,720,NLinear,train,NLinear,wape,21.518557
ETT-small_ETTh1,720,NLinear,val,NLinear,mae,2.030624
ETT-small_ETTh1,720,NLinear,val,NLinear,mse,6.513586
ETT-small_ETTh1,720,NLinear,val,NLinear,mape,41950284.000000
ETT-small_ETTh1,720,NLinear,val,NLinear,wape,38.100780
ETT-small_ETTh1,720,NLinear,test,NLinear,mae,2.974837
ETT-small_ETTh1,720,NLinear,test,NLinear,mse,14.229922
ETT-small_ETTh1,720,NLinear,test,NLinear,mape,10448973.000000
ETT-small_ETTh1,720,NLinear,test,NLinear,wape,35.543488
ETT-small_ETTh1,96,NLinear,train,NLinear,mae,2.573835
ETT-small_ETTh1,96,NLinear,train,NLinear,mse,11.710925
ETT-small_ETTh1,96,NLinear,train,NLinear,mape,4358897.000000
ETT-small_ETTh1,96,NLinear,train,NLinear,wape,15.327383
ETT-small_ETTh1,96,NLinear,val,NLinear,mae,1.661300
ETT-small_ETTh1,96,NLinear,val,NLinear,mse,4.682194
ETT-small_ETTh1,96,NLinear,val,NLinear,mape,34052564.000000
ETT-small_ETTh1,96,NLinear,val,NLinear,wape,29.703802
ETT-small_ETTh1,96,NLinear,test,NLinear,mae,2.060276
ETT-small_ETTh1,96,NLinear,test,NLinear,mse,7.052060
ETT-small_ETTh1,96,NLinear,test,NLinear,mape,13832448.000000
ETT-small_ETTh1,96,NLinear,test,NLinear,wape,25.643597
ETT-small_ETTh1,192,PatchTST,train,PatchTST,mae,2.442285
ETT-small_ETTh1,192,PatchTST,train,PatchTST,mse,10.273969
ETT-small_ETTh1,192,PatchTST,train,PatchTST,mape,3942324.750000
ETT-small_ETTh1,192,PatchTST,train,PatchTST,wape,14.578740
ETT-small_ETTh1,192,PatchTST,val,PatchTST,mae,1.930096
ETT-small_ETTh1,192,PatchTST,val,PatchTST,mse,6.277431
ETT-small_ETTh1,192,PatchTST,val,PatchTST,mape,48676040.000000
ETT-small_ETTh1,192,PatchTST,val,PatchTST,wape,34.490234
ETT-small_ETTh1,192,PatchTST,test,PatchTST,mae,2.359596
ETT-small_ETTh1,192,PatchTST,test,PatchTST,mse,9.446358
ETT-small_ETTh1,192,PatchTST,test,PatchTST,mape,14445418.000000
ETT-small_ETTh1,192,PatchTST,test,PatchTST,wape,29.143026
ETT-small_ETTh1,24,PatchTST,train,PatchTST,mae,1.740200
ETT-small_ETTh1,24,PatchTST,train,PatchTST,mse,5.715097
ETT-small_ETTh1,24,PatchTST,train,PatchTST,mape,1885583.375000
ETT-small_ETTh1,24,PatchTST,train,PatchTST,wape,10.347607
ETT-small_ETTh1,24,PatchTST,val,PatchTST,mae,1.123773
ETT-small_ETTh1,24,PatchTST,val,PatchTST,mse,2.230262
ETT-small_ETTh1,24,PatchTST,val,PatchTST,mape,19113460.000000
ETT-small_ETTh1,24,PatchTST,val,PatchTST,wape,20.149284
ETT-small_ETTh1,24,PatchTST,test,PatchTST,mae,1.294990
ETT-small_ETTh1,24,PatchTST,test,PatchTST,mse,3.092506
ETT-small_ETTh1,24,PatchTST,test,PatchTST,mape,8974061.000000
ETT-small_ETTh1,24,PatchTST,test,PatchTST,wape,16.195089
ETT-small_ETTh1,336,PatchTST,train,PatchTST,mae,2.938105
ETT-small_ETTh1,336,PatchTST,train,PatchTST,mse,14.299864
ETT-small_ETTh1,336,PatchTST,train,PatchTST,mape,4072968.000000
